id,name,address_01,address_02,city,id_geo_states,postal_code
4897,Link Community Charter S,23 Pennsyvania Ave,,Newark,37,7114
2705,Linwood Middle School,25 LINWOOD PLACE,,NORTH BRUNSWICK,37,8902
3846,Little Falls Township Public School # 1,Little Falls School # 1,,LITTLE FALLS,37,07424-1082
3848,Little Falls Township Public School # 2,Little Falls School # 2,,LITTLE FALLS,37,07424-1082
3850,Little Falls Township Public School # 3,Little Falls School # 3,,LITTLE FALLS,37,07424-1082
7195,Little Way Homeschool Cooperative,St. Rose of Lima Church,312 Ridgedale Avenue,East Hanover,37,7936
2450,Littlebrook School,39 MAGNOLIA LANE,,Princeton,37,08540-4013
3467,Littleton Elementary School,250 Brooklawn Drive,,Morris Plains,37,7950
4677,Livingston,960 MIDLAND BLVD,,Union,37,7083
4420,Livingston Avenue School,75 LIVINGSTON AVENUE,,Cranford,37,7016
2683,Livingston Elementary School,206 DELAVAN STREET,,NEW BRUNSWICK,37,08901-3035
1567,Livingston High School,30 ROBERT HARP DRIVE,,Livingston,37,7039
2707,Livingston Park,1128 LIVINGSTON AVENUE,,NORTH BRUNSWICK,37,8902
3141,Lloyd Road Elementary School,401 LLOYD ROAD,,Aberdeen,37,07747-1800
400,Lodi High School,99 PUTNAM STREET,,Lodi,37,7644
617,Lodi MS HS,123 UNION ST,,Lodi,37,7644
1902,Logan Middle School,110 School Lane,,Logan Township,37,8085
1904,Logan Township Elementary School,110 SCHOOL LANE,,LOGAN TWP,37,8085
3679,Long Beach Island Grade School,201    20TH STREET,,SHIP BOTTOM,37,8008
3057,Long Branch High School,404 Indiana Avenue,,LONG BRANCH,37,07740-5557
3059,Long Branch Middle School,350 INDIANA AVENUE,,LONG BRANCH,37,07740-6192
4303,Long Pond School,707 LIMECREST RD,,Newton,37,7860
3559,Long Valley Middle School,51 WEST MILL RD,,LONG VALLEY,37,07853-9200
1187,LONGFELLOW ELEMENTARY SCHOOL,GROSS &amp; FORREST AVE,,Pennsauken,37,8110
4767,Lopatcong Elementary School,263 ROUTE 57,,Phillipsburg,37,08865-9410
4769,Lopatcong Township Middle School,321 STONEHENGE DRIVE,,Phillipsburg,37,08865-9410
2685,Lord Stlrling Elementary School,101 REDMOND STREET,,NEW BRUNSWICK,37,08901-1343
1108,LORING-FLEMMING ELEMENTARY SCHOOL,135 LITTLE GLOUCESTER RD,,Blackwood,37,08012-3311
1928,Loudenslager Elementary School,100 BAIRD AVE,,Paulsboro,37,08066-1536
1683,LOUISE A SPENCER ELEMENTARY SCHOOL,66 MUHAMMAD ALI AVENUE,,Newark,37,07108-2914
4380,Lounsberry Hollow Middle School,30 SAMMIS ROAD,,Vernon,37,07462-0219
4468,Louverture-Lafayette School No. 6,1071 JULIA ST,,Elizabeth,37,07201-1554
4131,Lower Alloways Creek Elementary School,967 MAIN ST CANTON,,Salem,37,8079
1267,Lower Cape May Regional High School,687 RT 9,,CAPE MAY,37,8204
3633,Lucy N. Holman Elementary School,125 MANHATTAN STREET,,Jackson,37,08527-3497
1685,LUIS MUNOZ MARIN ELEMENTARY SCHOOL,663 Broadway,,Newark,37,7104
2480,LUIS MUNOZ-RIVERA MS,400 N  MONTGOMERY STREET,,Trenton,37,8618
713,LUMBERTON CAMPUS,71 ARK ROAD,,Lumberton,37,8048
809,Lumberton Middle School,30 DIMSDALE DRIVE,,Lumberton,37,8048
226,Luther Lee Emerson School,15 COLUMBUS ROAD,,Demarest,37,7627
288,LYNCREST ELEMENTARY SCHOOL,9-04 MORLOT AVE,,FAIR LAWN,37,7410
418,Lyndhurst High School,400 Weart Avenue,,Lyndhurst,37,7071
2877,LYNN CREST ELEMENTARY SCHOOL,98 IRA AVENUE,,Colonia,37,7067
4899,M E T S Charter School,211 SHERMAN AVE,,JERSEY CITY,37,7307
754,M. Joan Pearson Elementary School,1301 BURLINGTON AVE,,Delanco,37,8075
2725,M. Scott Carpenter Elementary School,ONE PAR AVENUE,,OLD BRIDGE,37,08857-3045
4470,Mabel G. Homes School No. 5,650 Bayway Avenue,,Elizabeth,37,7202
731,Mac Farland Intermediate,87 CROSSWICKS ST,,Bordentown,37,08505-1767
4206,MacAfee Road School,53 MACAFEE ROAD,,Somerset,37,08873-2949
4056,Macopin Middle School,70 HIGHLANDER DRIVE,,WEST MILFORD,37,07480-1511
1545,MADISON AT CHANCELLOR SOUTH,36 MT. VERNON AVENUE,,Irvington,37,7111
4602,Madison Elementary,944 MADISON AVE,,Rahway,37,07065-1803
3392,Madison High School,170 RIDGEDALE AVENUE,,Madison,37,7940
3394,Madison Junior School,160 MAIN STREET,,Madison,37,7940
4472,Madison Monroe School No. 16,1091 NORTH AVE,,Elizabeth,37,07201-1612
2727,Madison Park Elementary School,33 HARVARD RD,,Parlin,37,08859-1211
1169,Magnolia,420 NORTH WARWICK RD,,Magnolia,37,08049-1320
3222,Mahala F. Atchison School,961 SYCAMORE AVENUE,,TINTON FALLS,37,07724-3199
2115,Mahatma K. Gandhi School,143 ROMAINE AVE,,JERSEY CITY,37,07306-5218
438,Mahwah High School,50 RIDGE ROAD,,Mahwah,37,7430
1956,Main Road School,1452 MAIN RD,,Newfield,37,08344-5341
107,Mainland Regional High School,1301 Oak Avenue,,Linwood,37,8221
626,MALCOLM S MACKAY SCHOOL,111 JEFFERSON AVENUE,,Tenafly,37,7670
1686,MALCOLM X SHABAZZ HIGH SCHOOL,80 JOHNSON AVE,,Newark,37,7108
2960,Manalapan High School,20 CHURCH LANE,,Englishtown,37,07726-3498
3123,Manalapan-Englishtown Middle School,155 MILLHURST ROAD,,Manalapan,37,07726-4006
3133,Manasquan Elementary School,168 BROAD STREET,,Manasquan,37,08736-2892
3135,Manasquan High School,167 BROAD STREET,,Manasquan,37,08736-2893
3681,Manchester Regional Day School,890 TOMS RIVER ROAD,,Jackson,37,08527-9105
3683,Manchester Township Elementary School,101 N  COLONIAL DRIVE,,Manchester,37,8733
3685,Manchester Township High School,101 S  COLONIAL DR,,Manchester,37,8759
3687,Manchester Township Middle School,2759 RIDGEWAY RD,,Manchester,37,8759
492,Manito Elementary School,111 MANITO AVE,,Oakland,37,07436-4012
4080,Mannington Township Elementary School,495 ROUTE 45,,Salem,37,08079-9801
4771,Mansfield Township Elementary,50 PORT MURRAY ROAD,,PORT MURRAY,37,07865-9702
813,Mansfield Township Elementary School,200 MANSFIELD ROAD EAST,,Columbus,37,8022
959,Mansion Avenue School,300 MANSION AVENUE,,Audubon,37,8106
4236,Manville High School,1100 BROOKS BOULEVARD,,Manville,37,8835
3195,MAPLE PLACE MIDDLE SCHOOL,MAPLE PLACE,,Oceanport,37,07757-1600
4058,Maple Road Elementary School,36 MAPLE ROAD,,WEST MILFORD,37,07480-2706
817,Maple Shade High School,180 Frederick Ave,,MAPLE SHADE,37,8052
1783,Maplewood Middle School,7 BURNETT ST,,Maplewood,37,07040-2620
1950,Margaret C. Clifford School,601 Auburn Avenue,,Swedesboro,37,8085
2932,Margaret L Vetter,3 Grant Avenue,,Eatontown,37,07724-1399
1287,Margaret Mace Elementary School,1201 Atlantic Avenue,,North Wildwood,37,8260
4901,MARIA L. VARISCO-ROGERS,18 Heller Parkway,,Newark,37,7104
4317,MARIAN E. MCKEOWN ELEMENTARY SCHOOL,ONE SCHOOL ROAD,,Newton,37,7860
1392,Marie Durand Elementary School,371 W FOREST GROVE RD,,Vineland,37,08360-2060
3553,Marie V. Duffy Elementary School,137 East Central Avenue,,Wharton,37,07885-2431
3169,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,305 Mast Way,,Highlands,37,07732-5196
3693,Marine Academy of Technology and Environ,195 CEDAR BRIDGE ROAD,,Manahawkin,37,8050
3864,Mario Drago School # 3,155 Van Houten Ave.,,Passaic,37,07055-4502
4902,MARION P. THOMAS CS,370  374 SOUTH 7TH STREET,,Newark,37,07103-2047
4282,Marion T. Bedwell Elementary School,141 SENEY DRIVE,,Bernardsville,37,7924
1080,Mark Newbie Elementary School,2 EAST BROWNING RD,,Collingswood,37,8108
3043,MARKHAM PLACE,95 MARKHAM PLACE,,LITTLE SILVER,37,07739-1496
3071,Marlboro Elementary School,100 SCHOOL ROAD WEST,,Marlboro,37,07746-1596
2962,Marlboro High School,95 NORTH MAIN STREET,,Marlboro,37,07746-1055
3073,Marlboro Memorial Middle School,71 NOLAN ROAD,,Morganville,37,7751
3075,Marlboro Middle School,355 COUNTY ROAD 520,,Marlboro,37,07746-1057
780,Marlton Elementary,190 TOMLINSON MILL ROAD,,Marlton,37,8053
782,Marlton Middle,150 TOMLINSON MILL ROAD,,Marlton,37,8053
1785,Marshall Elementary School,262 GROVE RD,,S ORANGE,37,07079-2367
4060,Marshall Hill Elementary School,210 MARSHALL HILL ROAD,,WEST MILFORD,37,07480-3512
2976,Marshall W. Errickson School,271 ELTON  ADELPHIA ROAD,,Freehold,37,07728-3127
3792,Martha B. Day Elementary School,225 RAFKIND ROAD,,Bloomingdale,37,7403
2117,Martin Center for the Arts,59 WILKINSON AVE,,JERSEY CITY,37,07305-4227
4012,Martin J. Ryerson School,130 VALLEY ROAD,,Ringwood,37,7456
2590,Martin Luther King Elementary School,285 TINGLEY LANE,,Edison,37,8820
2774,Martin Luther King Elementary School,5205 LUDLOW STREET,,Piscataway,37,8854
2482,Martin Luther King Jr. Elementary School,401-411 Brunswick Avenue,,Trenton,37,8638
2119,"Martin Luther King, Jr. School",886 BERGEN AVE,,JERSEY CITY,37,07306-4302
3866,"Martin Luther King, Jr. School # 6",85 Hamilton Ave.,,Passaic,37,07055-5215
536,Mary A. Hubbard Elementary School,10 HUBBARD LANE,,Ramsey,37,07446-2202
1166,Mary Bray Elementary School,225 WEST KINGS HIGHWAY,,MOUNT EPHRAIM,37,08059-1803
843,Mary E. Roberts Elementary School,290 CRESCENT AVENUE,,Moorestown,37,8057
1205,Mary E. Volz Elementary School,509 WEST THIRD AVENUE,,Runnemede,37,8078
1120,Mary Ethel Costello School,520 CUMBERLAND STREET,,GLOUCESTER CITY,37,8030
1958,Mary F. Janvier School,1532 PENNSYLVANIA AVE,,Franklinville,37,08322-2355
2020,Mary J. Donohoe #4,38 DODGE STREET,,Bayonne,37,7002
4394,Mary Kay McMillin Early Childhood Center,651 MOUNTAIN AVENUE,,BERKELEY HEIGHTS,37,7922
4135,Mary S. Shoemaker School,MARY S  SHOEMAKER SCHOOL,,Woodstown,37,8098
1171,Mastery Schools of Camden,800 Erie St,,Camden,37,8108
3143,Matawan Regional High School,450 ATLANTIC AVENUE,,Aberdeen,37,07747-2398
3145,Matawan-Aberdeen Middle School,469 MATAWAN AVENUE,,Cliffwood,37,07721-1295
5312,Mater Dei High School,538 Church St,,Middletown,37,7748
2879,MATTHEW JAGO ELEMENTARY SCHOOL,99 CENTRAL AVENUE,,Sewaren,37,7077
1275,Maud Abrams School,714 TOWNBANK RD,,CAPE MAY,37,08204-4650
819,Maude M. Wilkins Elementary School,34 WEST MILL ROAD,,MAPLE SHADE,37,8052
2510,Maurice Hawk Elementary School,303  305 CLARKSVILLE ROAD,,West Windsor,37,8550
7511,Maurice River Township Elementary School,3593 NJ-47,NULL,Millville,37,8348
1346,MAURICE RIVER TOWNSHIP SCHOOL,3593 RT 47,,PORT ELIZABETH,37,08348-0464
2881,MAWBEY STREET ELEMENTARY SCHOOL,275 MAWBEY STREET,,Woodbridge,37,7095
1394,Max Leuchter,519 N WEST AVE,,Vineland,37,08360-3510
4572,Maxson Middle School,920 E SEVENTH ST,,Plainfield,37,07062-1854
426,MAYWOOD AVENUE SCHOOL,452 MAYWOOD AVE,,Maywood,37,07607-1969
619,Maywood Campus,404 MAYWOOD AVENUE,,Maywood,37,7607
2395,McGALLIARD ELEMENTARY SCHOOL,1600 ARENA DRIVE,,Hamilton,37,08610-3205
239,MCKENZIE SCHOOL,125 CARLTON AVENUE,,EAST RUTHERFORD,37,7073
1688,Mckinley,1 COLONNADE PL,,Newark,37,07104-1810
3744,McKinley Avenue Elementary School,1000 McKinley Avenue,,Manahawkin,37,08050-2807
2687,Mckinley Community School,15 VAN DYKE AVE,,NEW BRUNSWICK,37,08901-3255
2165,McKinley Elementary School,3110 LIBERTY AVE,,NORTH BERGEN,37,07047-2319
4711,MCKINLEY ELEMENTARY SCHOOL,500 FIRST ST,,Westfield,37,07090-4123
2333,MCVS Adult Evening School,1085 Old Trenton Rd,,Trenton,37,8690
2334,MCVS Alternative School,11 Buttonwood,,Ewing,37,8638
2335,MCVS Arthur R. Sypek Center,129 BULL RUN ROAD,,Pennington,37,08534-1303
2337,MCVS Assunpink Center,1085 OLD TRENTON ROAD,,Trenton,37,08690-1229
2339,MCVS Health Careers Center,1070 Klockner Rd,,Hamilton,37,8619
2340,MCVS STEM Academy,1200 Old Trenton Rd,,West Windsor,37,8550
2934,Meadowbrook,65 WYCKOFF ROAD,,Eatontown,37,07724-1736
360,Meadowbrook,50 PIERMONT AVE,,Hillsdale,37,7642
835,Medford Memorial Middle School,55 MILL STREET,,Medford,37,8055
2347,MELVIN H. KREPS MIDDLE SCHOOL,5 KENT LANE,,EAST WINDSOR,37,8520
428,Memorial,764 GRANT AVE,,Maywood,37,07607-1621
420,Memorial Campus,319 New York Ave.,,Lyndhurst,37,7071
2561,Memorial Elementary School,14 INNES ROAD,,E BRUNSWICK,37,8816
2729,Memorial Elementary School,11 ELY AVE,,LAURENCE HARBOR,37,8879
392,Memorial Elementary School,130 LIBERTY ST,,LITTLE FERRY,37,07643-1756
450,Memorial Elementary School,53 Grand Avenue West,,Montvale,37,7645
3854,Memorial Elementary School,201 Squaw Brook Rd.,,NORTH HALEDON,37,07508-2720
508,Memorial Elementary School,EAST 203 MIDLAND AVE,,Paramus,37,7652
1936,MEMORIAL ELEMENTARY SCHOOL,400 HUDSON AVE,,Pitman,37,8071
2214,Memorial High School,5501 PARK AVE,,WEST NEW YORK,37,07093-3523
3321,Memorial Junior School,61 Highland Avenue,,Whippany,37,7981
1459,MEMORIAL MIDDLE SCHOOL,500 RIDGE ROAD,,CEDAR GROVE,37,7009
2936,Memorial Middle School,7 GRANT AVENUE,,Eatontown,37,07724-1398
249,Memorial Middle School,375 RIVER DRIVE,,ELMWOOD PARK,37,07407-1622
290,MEMORIAL MIDDLE SCHOOL,12 - 00 FIRST STREET,,FAIR LAWN,37,7410
3730,Memorial Middle School,LAURA HERBERT DR,,POINT PLEASANT,37,8742
4074,Memorial Middle School,15 MEMORIAL DRIVE,,Woodland Park,37,7424
257,Memorial School,1 Haines Avenue,,Emerson,37,7630
622,Memorial School,DYER AVENUE,,SOUTH HACKENSACK,37,07606-1537
4018,Memorial School,294 TOTOWA ROAD,,Totowa,37,07512-2661
3244,Memorial School,221 MORNINGSIDE AVENUE,,UNION BEACH,37,07735-3098
251,Memorial Senior High School,375 RIVER DR,,ELMWOOD PARK,37,07407-1622
3398,Mendham Township Elementary School,18 WEST MAIN STREET,,Brookside,37,7926
3400,Mendham Township Middle School,16 WASHINGTON VALLEY ROAD,,Brookside,37,7926
2592,Menlo Park Elementary School,155 MONROE AVENUE,,Edison,37,8820
2883,MENLO PARK TERRACE ELEMENTARY SCHOOL,19 MARYKNOLL ROAD,,Metuchen,37,8840
2439,Mercer Elementary School,1020 OLD TRENTON ROAD,,Hamilton,37,8690
2441,Mercer High School,1030 Old Trenton Road,,Hamilton,37,08690-1230
2391,MERCERVILLE ELEMENTARY SCHOOL,60 REGINA AVENUE,,Hamilton,37,08619-2202
1173,Merchantville Elementary School,130 S CENTRE ST,,Merchantville,37,08109-2207
4904,Merit Prep CS of Newark,909 Broad Street,,Newark,37,7102
4346,Merriam Avenue School,81 MERRIAM AVENUE,,Newton,37,7860
220,Merritt Memorial,1 DOGWOOD LANE,,Cresskill,37,7626
1015,Met East High School,1656 Kaighn Avenue,,Camden,37,8103
2618,Metuchen High School,400 GROVE AVE,,Metuchen,37,08840-1104
3012,Middle Road School,305 MIDDLE ROAD,,Hazlet,37,07730-2343
2121,Middle School # 4,107 BRIGHT STREET,,JERSEY CITY,37,7302
1279,Middle Township Elementary #1,215 ELDREDGE ROAD,,CAPE MAY COURT HOUSE,37,8210
1281,Middle Township Elementary #2,101 WEST PACIFIC AVE,,CAPE MAY COURT HOUSE,37,8210
1283,Middle Township Elementary #4,300 E PACIFIC AVE,,CAPE MAY COURT HOUSE,37,8210
1285,Middle Township High School,300 EAST ATLANTIC AVENUE,,CAPE MAY COURT HOUSE,37,8210
2632,Middlesex Co Voc School East Bruns. Scho,112 Rues Lane,,East Brunswick,37,08816-1070
2634,Middlesex Co Voc School Piscataway Schoo,21 SUTTONS LANE,,Piscataway,37,8854
2652,Middlesex County Academy,1690 STELTON ROAD,,Piscataway,37,08854-5917
2636,Middlesex County Voc Acad Allied Health ,1 CONVERY BOULEVARD,,Woodbridge,37,07095-2650
2638,Middlesex County Voc Academy Math Scienc,100 TECHNOLOGY DRIVE,,Edison,37,8837
2640,Middlesex County Vocational School  East,112 RUES LANE,,EAST BRUNSWICK,37,08816-4235
2642,Middlesex County Vocational School Perth,457 HIGH STREET,,PERTH AMBOY,37,8861
2644,Middlesex County Vocational School Pisca,21 SUTTONS LANE,,Piscataway,37,08854-5715
2624,Middlesex High School,300 JOHN F. KENNEDY DRIVE,,Middlesex,37,08846-1489
3091,Middletown High School North,63 TINDALL ROAD,,Middletown,37,07748-2798
3093,Middletown High School South,900 NUT SWAMP ROAD,,Middletown,37,07748-3199
3095,Middletown Village Elementary School,147 KINGS HIGHWAY,,Middletown,37,07748-2085
510,Midland Elementary School,241 WEST MIDLAND AVENUE,,Paramus,37,7652
446,Midland Park Jr./Sr. High School,250 PROSPECT ST,,MIDLAND PARK,37,7432
593,Midland School #1,300 ROCHELLE AVE,,ROCHELLE PARK,37,07662-3915
767,Midred Magowan Elementary School,405 CHERRIX AVENUE,,EDGEWATER PARK,37,8010
3601,Midstreams Elementary School,500 MIDSTREAMS RD,,BRICK TOWN,37,08724-3816
3185,Midtown Community Elementary School,1155 Corlies Ave,,Neptune,37,07753-5034
2022,Midtown Community School #8,550 AVENUE A,,Bayonne,37,7002
2620,Mildred B. Moss Elementary School,16 SIMPSON PLACE,,Metuchen,37,8840
1503,Mildred Barry Garvin Elementary,1 GROVE PLACE,,EAST ORANGE,37,07017-4706
3125,Milford Brook School,20 GLOBAR  TERRACE,,Manalapan,37,07726-1599
2302,Milford School,7 HILLSIDE AVENUE,,Milford,37,08848-9459
2669,MILL LAKE SCHOOL,115 MONMOUTH ROAD,,MONROE TWP,37,8831
3649,Mill Pond Elementary School,210 WESTERN BLVD,,LANOKA HARBOR,37,8734
763,Millbridge Elementary School,282 CONROW ROAD,,Delran,37,08075-9751
1581,Millburn High School,462 Millburn Avenue,,Millburn,37,07041-1210
1583,Millburn Middle School,25 OLD SHORT HILLS RD,,Millburn,37,7041
164,Millburn Regional Day School,70 SPRING STREET,,Millburn,37,7041
1690,MILLER STREET SCHOOL AT SPENCER,66 Muhammad Ali Avenue,,Newark,37,7108
3358,Millington Elementary School,91 Northfield Road,,Millington,37,07946-1352
2513,Millstone River School,75 GROVERS MILL ROAD,,Plainsboro,37,8536
3151,Millstone Township Elementary School,308 Millstone Road,,Clarksburg,37,8510
3153,Millstone Township Middle School,5 Dawson Court,,Millstone Township,37,8535
3155,Millstone Township Primary School,SCHOOLHOUSE ROAD,,MILLSTONE TOWNSHIP,37,8510
4176,MILLTOWN ELEMENTARY SCHOOL,611 MILLTOWN ROAD,,Bridgewater,37,8807
1354,Millville Memorial High School,504 EAST BROAD STREET,,Millville,37,8332
4906,Millville Public Charter School,1101 Wheaton Avenue,,Millville,37,8332
1356,Millville Senior High School,200 Wade Boulevard,,Millville,37,08332-2206
3541,Milton Avenue School,16 MILTON AVENUE,,Chatham,37,7928
3339,Milton Elementary School,52 SCHOOLHOUSE ROAD,,OAK RIDGE,37,07438-9110
837,Milton H. Allen Elementary School,24 ALLEN AVENUE,,Medford,37,08055-2402
4353,Mohawk Avenue School,18 Mohawk Avneue,,Sparta,37,7871
3113,Monmouth Beach Elementary School,7 HASTINGS PLACE,,MONMOUTH BEACH,37,07750-1199
3171,MONMOUTH COUNTY CAREER CENTER,1000 KOZLOSKI ROAD,,Freehold,37,07728-4395
3173,MONMOUTH COUNTY VOCATIONAL TECHNICAL HIG,417 Middle Rd,,Hazlet,37,7730
2818,Monmouth Junction Elementary School,630 RIDGE ROAD,,MONMOUTH JUNCTION,37,08852-9514
3115,Monmouth Regional High School,One Norman J. Field Way,,Tinton Falls,37,07724-3299
1856,Monongahela Middle School,890 BANKBRIDGE RD,,Sewell,37,8080
2673,Monroe Township High School,200 Schoolhouse Road,,MONROE TOWNSHIP,37,8831
2671,MONROE TWP MIDDLE SCHOOL,1629 PERRINEVILLE ROAD,,MONROE TOWNSHIP,37,8831
4342,MONTAGUE TOWNSHIP SCHOOL,475 ROUTE 206,,Montague,37,7827
1599,Montclair High School,100 CHESTNUT ST,,Montclair,37,07042-2908
5720,Montclair Kimberley Academy Upper School,6 Lloyd Road,,Montclair,37,7042
4244,Montgomery Lower Middle School,373 BURNT HILL ROAD,,Skillman,37,8558
4242,Montgomery Township School District,1016 ROUTE 601,,Skillman,37,8558
4246,Montgomery Upper Middle School,375 BURNT HILL ROAD,,Skillman,37,08558-9401
3408,Montville Township High School,100 HORSENECK ROAD,,Montville,37,07045-9626
621,Moonachie Campus,Robert L. Craig School,,Moonachie,37,7074
7499,Moorestown Friends School,110 East Main Street,NULL,Moorestown,37,8057
845,Moorestown High School,350 Bridgeboro Road,,Moorestown,37,08057-3702
847,Moorestown Upper Elementary School,325 Borton Landing Road,,Moorestown,37,8057
2393,MORGAN ELEMENTARY SCHOOL,38 STAMFORD ROAD,,Hamilton,37,08619-1446
3061,Morris Avenue Elementry School,318 MORRIS AVENUE,,LONG BRANCH,37,7740
3420,Morris County School of Technology,400 EAST MAIN STREET,,Denville,37,07834-2516
1340,MORRIS GOODWIN SCHOOL,839 YE GREATE STREET,,Greenwich,37,08323-0360
3422,Morris Hills High School,520 WEST MAIN STREET,,Rockaway,37,07866-3799
3424,Morris Hills Regional District Adult Hig,48 Knoll Drive,,Denville,37,7834
3426,Morris Knolls High School,50 KNOLL DRIVE,,Denville,37,07834-4099
3364,Morris Plains Borough School,531 SPEEDWELL AVENUE,,MORRIS PLAINS,37,07950-2134
3378,MORRISTOWN HIGH SCHOOL,50 EARLY STREET,,Morristown,37,7960
5924,Morristown-Beard School,70 Whippany Rd,,Morristown,37,07960-4523
2484,Mott Elementary School,45 STOKELY AVENUE,,Trenton,37,8611
3430,Mount Arlington Public School,235 HOWARD BOULEVARD,,MT  ARLINGTON,37,7856
3434,Mount Olive High School,18 COREY ROAD,,Flanders,37,7836
3436,Mount Olive Middle School,160 WOLFE ROAD,,BUDD LAKE,37,7828
1569,Mount Pleasant Elementary School,11 BROADLAWN DR,,Livingston,37,07039-3117
1358,MOUNT PLEASANT ELEMENTARY SCHOOL,100 CARMEL RD,,Millville,37,8332
1821,MOUNT PLEASANT ELEMENTARY SCHOOL,9 MANGER ROAD,,WEST ORANGE,37,7052
1571,Mount Pleasant Middle School,11 BROADLAWN DR,,Livingston,37,07039-3117
4186,Mount Prospect Elementary School,111 HANSOM RD,,BASKING RIDGE,37,7920
5021,Mount Saint Mary Academy,1645 US-22,,Watchung,37,7069
3469,Mount Tabor Elementary School,900 PARK RD &amp; ROUTE 53,,MOUNT TABOR,37,7878
3448,Mountain Lakes High School,96 Powerville Rd.,,Mountain Lakes,37,7046
4396,Mountain Park School,55 FAIRFAX DR,,BERKELEY HTS,37,07922-1832
3362,MOUNTAIN VIEW,100 DEAN ROAD,,Mendham,37,07945-1626
3438,Mountain View Elementary School,118 CLOVER HILL DRIVE,,Flanders,37,7836
4729,Mountain Villa School,1686 County Rt 517,,Allamuchy,37,7820
3366,Mountain Way School,531 Speedwell Avenue,,MORRIS PLAINS,37,7950
3323,Mountview Road School,30 MOUNTVIEW ROAD,,MORRIS PLAINS,37,7950
1691,MT VERNON PLACE SCHOOL,142 MOUNT VERNON PL,,Newark,37,07106-3303
1601,Mt. Hebron Middle School,173 BELLEVUE AVE,,UPPER MONTCLAIR,37,7042
4292,Mt. Horeb School,80 MT HOREB RD,,Warren,37,07059-5531
1547,MT. VERNON AVENUE SCHOOL,54 MT   VERNON AVENUE,,Irvington,37,7111
113,Mullica Township Middle School,500 ELWOOD ROAD,,Elwood,37,08217-0318
115,Mullica Township Primary School,500 ELWOOD ROAD,,Elwood,37,08217-0318
162,MULTIPLY HANDICAPED,327 EAST RIDGEWOOD AVENUE,,Paramus,37,07652-1831
7515,Music Studio Linwood,203 Shore Road,NULL,Linwood,37,8221
7513,Music Training Center,137 Route 73,NULL,South Marlton,37,8053
4518,Myles J. McManus MIddle School,300 EDGEWOOD RD,,Linden,37,07036-5320
1344,Myron L. Powell Elementary School,225 MAIN STREET,,Cedarville,37,8311
1693,N J REGIONAL DAY SCHOOL - NEWARK,334 LYONS AVE,,Newark,37,07112-1441
165,N. A. Bleshman Regional Day School,333 EAST RIDGEWOOD AVENUE,,Paramus,37,7652
2531,Nathan Hale Elementary School,678 ROOSEVELT AVENUE,,Carteret,37,7008
642,Nathaniel Hawthorne Elementary School,201 FYCKE LANE,,Teaneck,37,7666
1924,National Park School,516 LAKEHURST AVE,,NATIONAL PARK,37,08063-1534
3097,Navesink Elementary School,151 MONMOUTH AVENUE,,ATLANTIC HIGHLANDS,37,7716
823,Neeta School,44 Neeta Trail,,Medford Lakes,37,8055
1890,Nehaunsey Middle School,415 SWEDESBORO ROAD,,Gibbstown,37,8027
3732,Nellie F. Bennett Elementary School,RIVIERA PARKWAY,,POINT PLEASANT,37,8742
372,Nellie K. Parker,261 MAPLE HILL DR,,Hackensack,37,7601
3187,NEPTUNE HIGH SCHOOL,55 NEPTUNE BOULEVARD,,Neptune,37,07753-4894
3189,NEPTUNE MIDDLE SCHOOL,2300 HECK AVENUE,,Neptune,37,07753-4493
3452,Netcong Elementary School,26 COLLEGE ROAD,,Netcong,37,07857-1621
750,NEW ALBANY,2701 NEW ALBANY ROAD,,Cinnaminson,37,8077
2689,New Brunswick Adult High School,268 Baldwin street,,New Brunswick,37,8901
2691,New Brunswick High School,1000 Somerset St,,NEW BRUNSWICK,37,08901-3309
2693,New Brunswick Middle School,1125 Livingston Avenue,,NEW BRUNSWICK,37,8901
3720,New Egypt High School,117 EVERGREEN ROAD,,NEW EGYPT,37,08533-1316
3722,New Egypt Middle School,115 EVERGREEN ROAD,,NEW EGYPT,37,08533-1316
3724,New Egypt Primary School,131 EVERGREEN ROAD,,NEW EGYPT,37,8533
875,New Hanover Township School,122 FORT DIX STREET,,Wrightstown,37,8562
4908,NEW HORIZONS COMM. CS,45  59 HAYES STREET,,Newark,37,7103
7496,New Jersey BOychoir,35 West Chelten Avenue,NULL,Philadelphia,44,19144
7514,New Jersey Boychoir & Garden State Girlchoir,Unknown,NULL,Cinnaminson,37,8077
3174,New Jersey Virtual School,100 TORNILLO WAY,,TINTON FALLS,37,7712
5314,New Jersey Youth Chorus,230 Mendham Rd,,Morristown,37,7960
462,NEW MILFORD HIGH SCHOOL,330 River Road,,NEW MILFORD,37,7646
3099,New Monmouth Elementary School,121 NEW MONMOUTH ROAD,,Middletown,37,07748-2298
4546,New Providence High School,35 PIONEER DR,,NEW PROVIDENCE,37,07974-1515
4548,New Providence Middle School,35 PIONEER DRIVE,,NEW PROVIDENCE,37,7974
3918,NEW ROBERTO CLEMENTE,482-506 MARKET STREET,,Paterson,37,7501
1858,New Sharon School,1810 DELSEA DR,,Deptford,37,08096-3627
140,New York Avenue Elementary School,121 WEST NEW YORK AVENUE,,SOMERS POINT,37,08244-1408
14,New York Avenue School,411 N New York Avenue,,Atlantic City,37,8401
